Commit SHA,Filename,Old function signature,New function signature,Overloaded
3a777472334263c6f6d1e9cc255b1288bcc02e48,CustomCallAdapter.java,CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onResponse( Response<T> response),"CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onResponse( Response<T> response , Retrofit retrofit)",No
3a777472334263c6f6d1e9cc255b1288bcc02e48,SimpleMockService.java,SimpleMockService::MockGitHub::MockGitHub(),SimpleMockService::MockGitHub::MockGitHub( Retrofit retrofit),No
afef3c5604c1e8e3278f75f3fb000cdda65459a6,RequestFactoryParser.java,"RequestFactoryParser::parse( Method method , Retrofit retrofit)","RequestFactoryParser::parse( Method method , Type responseType , Retrofit retrofit)",No
afef3c5604c1e8e3278f75f3fb000cdda65459a6,RequestFactoryParser.java,RequestFactoryParser::parseMethodAnnotations(),RequestFactoryParser::parseMethodAnnotations( Type responseType),No
e64df3ebb2b24633c9723d39a44ee6a4eab1002a,GsonRequestBodyConverter.java,GsonRequestBodyConverter<T>::GsonRequestBodyConverter( TypeAdapter<T> adapter),"GsonRequestBodyConverter<T>::GsonRequestBodyConverter( Gson gson , Type type)",No
e64df3ebb2b24633c9723d39a44ee6a4eab1002a,GsonResponseBodyConverter.java,GsonResponseBodyConverter<T>::GsonResponseBodyConverter( TypeAdapter<T> adapter),"GsonResponseBodyConverter<T>::GsonResponseBodyConverter( Gson gson , Type type)",No
60b870757b04450d4eaa1edf8949f97854fec741,GsonRequestBodyConverter.java,GsonRequestBodyConverter<T>::GsonRequestBodyConverter( TypeAdapter<T> adapter),"GsonRequestBodyConverter<T>::GsonRequestBodyConverter( Gson gson , TypeAdapter<T> adapter)",No
fed4420381efab4c328f2fb25939f9950353b781,Phone.java,Phone::Phone( Builder builder),"Phone::Phone( String number , ByteString unknownFields)",Yes
22663293e92ccbce70de005cec1ac163d4ba7d1c,Retrofit.java,Retrofit::Builder::validateEagerly(),Retrofit::Builder::validateEagerly( boolean validateEagerly),No
3b788b43a599b6971a355e2439dba5c9101051f3,RxJavaCallAdapterFactoryTest.java,"RxJavaCallAdapterFactoryTest::StringConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","RxJavaCallAdapterFactoryTest::StringConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,RxJavaCallAdapterFactoryTest.java,"RxJavaCallAdapterFactoryTest::StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","RxJavaCallAdapterFactoryTest::StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,GsonConverterFactory.java,"GsonConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","GsonConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,GsonConverterFactory.java,"GsonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","GsonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,JacksonConverterFactory.java,"JacksonConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","JacksonConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,JacksonConverterFactory.java,"JacksonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","JacksonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,MoshiConverterFactory.java,"MoshiConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","MoshiConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,MoshiConverterFactory.java,"MoshiConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","MoshiConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,ProtoConverterFactory.java,"ProtoConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","ProtoConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,ProtoConverterFactory.java,"ProtoConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","ProtoConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,ScalarsConverterFactory.java,"ScalarsConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","ScalarsConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,SimpleXmlConverterFactory.java,"SimpleXmlConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","SimpleXmlConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,SimpleXmlConverterFactory.java,"SimpleXmlConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","SimpleXmlConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,WireConverterFactory.java,"WireConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","WireConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,WireConverterFactory.java,"WireConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","WireConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,BuiltInConverters.java,"BuiltInConverters::responseBodyConverter( Type type , Annotation [ ] annotations)","BuiltInConverters::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,BuiltInConverters.java,"BuiltInConverters::requestBodyConverter( Type type , Annotation [ ] annotations)","BuiltInConverters::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,ToStringConverterFactory.java,"ToStringConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations)","ToStringConverterFactory::responseBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
3b788b43a599b6971a355e2439dba5c9101051f3,ToStringConverterFactory.java,"ToStringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations)","ToStringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
1650442019f8543c9216fd6f7f6b7db1718b909e,SimpleMockService.java,SimpleMockService::MockGitHub::MockGitHub(),SimpleMockService::MockGitHub::MockGitHub( BehaviorDelegate<GitHub> delegate),No
4cd675dcda829a9ec613770105909ab9cb36e722,BehaviorDelegate.java,"BehaviorDelegate<T>::BehaviorDelegate( Retrofit retrofit , NetworkBehavior behavior , Class<T> service)","BehaviorDelegate<T>::BehaviorDelegate( Retrofit retrofit , NetworkBehavior behavior , ExecutorService executor , Class<T> service)",No
4cd675dcda829a9ec613770105909ab9cb36e722,MockRetrofit.java,"MockRetrofit::MockRetrofit( Retrofit retrofit , NetworkBehavior behavior)","MockRetrofit::MockRetrofit( Retrofit retrofit , NetworkBehavior behavior , ExecutorService executor)",No
f91445308c550e63b3bd132caebdbb51721fe743,OkHttpCall.java,"OkHttpCall<T>::OkHttpCall( OkHttpClient client , DeferredRequest request , Converter<ResponseBody,T> responseConverter)","OkHttpCall<T>::OkHttpCall( okhttp3 . Call . Factory callFactory , RequestFactory requestFactory , Object [ ] args , Converter<ResponseBody,T> responseConverter)",No
9d0cca1b31e58990b0fcc693e013f0328ea3f376,CustomCallAdapter.java,CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onResponse( Response<T> response),"CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onResponse( Call<T> call , Response<T> response)",No
9d0cca1b31e58990b0fcc693e013f0328ea3f376,CustomCallAdapter.java,CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onFailure( Throwable t),"CustomCallAdapter::ListenableFutureCallAdapterFactory::CallFuture<T>::onFailure( Call<T> call , Throwable t)",No
0e4fe60b4b5c19bb2a60e201b4518f988d4da613,PhoneProtos.java,PhoneProtos::Phone::Builder::mergeFrom( PhoneProtos . Phone other),"PhoneProtos::Phone::Builder::mergeFrom( com . google . protobuf . CodedInputStream input , com . google . protobuf . ExtensionRegistryLite extensionRegistry)",Yes
a19609a16359af66aec5410459899291b2c45cf1,BuiltInConverters.java,"BuiltInConverters::stringConverter( Type type , Annotation [ ] annotations)","BuiltInConverters::stringConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
a19609a16359af66aec5410459899291b2c45cf1,NonMatchingConverterFactory.java,"NonMatchingConverterFactory::stringConverter( Type type , Annotation [ ] annotations)","NonMatchingConverterFactory::stringConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,StringConverterFactory.java,"StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,StringConverterFactory.java,"StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,StringConverterFactory.java,"StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","StringConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,GsonConverterFactory.java,"GsonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","GsonConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,JacksonConverterFactory.java,"JacksonConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","JacksonConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,MoshiConverterFactory.java,"MoshiConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","MoshiConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,ProtoConverterFactory.java,"ProtoConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","ProtoConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,ScalarsConverterFactory.java,"ScalarsConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","ScalarsConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,SimpleXmlConverterFactory.java,"SimpleXmlConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","SimpleXmlConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,WireConverterFactory.java,"WireConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","WireConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,BuiltInConverters.java,"BuiltInConverters::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","BuiltInConverters::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,Retrofit.java,"Retrofit::requestBodyConverter( Type type , Annotation [ ] annotations)","Retrofit::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations)",No
1e6581f278bd189906db578e33e054b4796bcea8,Retrofit.java,"Retrofit::nextRequestBodyConverter( Converter . Factory skipPast , Type type , Annotation [ ] annotations)","Retrofit::nextRequestBodyConverter( Converter . Factory skipPast , Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations)",No
1e6581f278bd189906db578e33e054b4796bcea8,NonMatchingConverterFactory.java,"NonMatchingConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","NonMatchingConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,ToStringConverterFactory.java,"ToStringConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","ToStringConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,ChunkingConverter.java,"ChunkingConverter::ChunkingConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","ChunkingConverter::ChunkingConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
1e6581f278bd189906db578e33e054b4796bcea8,JsonAndXmlConverters.java,"JsonAndXmlConverters::QualifiedTypeConverterFactory::requestBodyConverter( Type type , Annotation [ ] annotations , Retrofit retrofit)","JsonAndXmlConverters::QualifiedTypeConverterFactory::requestBodyConverter( Type type , Annotation [ ] parameterAnnotations , Annotation [ ] methodAnnotations , Retrofit retrofit)",No
85c19da7897f71670d14a4d9d025aaaffa472a67,RequestFactoryParser.java,RequestFactoryParser::parseMethodAnnotations( Type responseType),"RequestFactoryParser::parseMethodAnnotations( Type responseType , Annotation [ ] methodAnnotations)",No
85c19da7897f71670d14a4d9d025aaaffa472a67,RequestFactoryParser.java,RequestFactoryParser::parseParameters( Retrofit retrofit),"RequestFactoryParser::parseParameters( Retrofit retrofit , Annotation [ ] methodAnnotations)",No
473fd2473cc41e68eb61c6d2d4316d720edd46fb,GsonResponseBodyConverter.java,GsonResponseBodyConverter<T>::GsonResponseBodyConverter( TypeAdapter<T> adapter),"GsonResponseBodyConverter<T>::GsonResponseBodyConverter( Gson gson , TypeAdapter<T> adapter)",No
fb94144db40f8d403ba57799b61e9547cb349b34,MoshiConverterFactory.java,MoshiConverterFactory::MoshiConverterFactory( Moshi moshi),"MoshiConverterFactory::MoshiConverterFactory( Moshi moshi , boolean lenient)",No
96ad79e281b1423fa3568ab72f86730bc99696c4,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::RxJavaCallAdapterFactory(),RxJavaCallAdapterFactory::RxJavaCallAdapterFactory( Scheduler scheduler),No
96ad79e281b1423fa3568ab72f86730bc99696c4,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::getCallAdapter( Type returnType),"RxJavaCallAdapterFactory::getCallAdapter( Type returnType , Scheduler scheduler)",No
96ad79e281b1423fa3568ab72f86730bc99696c4,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::ResponseCallAdapter::ResponseCallAdapter( Type responseType),"RxJavaCallAdapterFactory::ResponseCallAdapter::ResponseCallAdapter( Type responseType , Scheduler scheduler)",No
96ad79e281b1423fa3568ab72f86730bc99696c4,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::SimpleCallAdapter::SimpleCallAdapter( Type responseType),"RxJavaCallAdapterFactory::SimpleCallAdapter::SimpleCallAdapter( Type responseType , Scheduler scheduler)",No
96ad79e281b1423fa3568ab72f86730bc99696c4,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::ResultCallAdapter::ResultCallAdapter( Type responseType),"RxJavaCallAdapterFactory::ResultCallAdapter::ResultCallAdapter( Type responseType , Scheduler scheduler)",No
cb5c9cec34490559f0332941dd6b22e29471b9cb,Retrofit.java,Retrofit::Builder::Builder(),Retrofit::Builder::Builder( Platform platform),Yes
3620ef5ee5e2489e471234bd57235f753aa11965,ErrorHandlingCallAdapter.java,ErrorHandlingCallAdapter::MyCallAdapter<T>::MyCallAdapter( Call<T> call),"ErrorHandlingCallAdapter::MyCallAdapter<T>::MyCallAdapter( Call<T> call , Executor callbackExecutor)",No
c533aab3d23a25f5b5d1b87de0fab1680e897948,Utils.java,"Utils::methodError( Method method , String message , Object ... args)","Utils::methodError( Throwable cause , Method method , String message , Object ... args)",Yes
c8c71edd3edf7ba9233cbe661654fd15402d537f,ProtoResponseBodyConverter.java,ProtoResponseBodyConverter<T::ProtoResponseBodyConverter( Parser<T> parser),"ProtoResponseBodyConverter<T::ProtoResponseBodyConverter( Parser<T> parser , ExtensionRegistryLite registry)",No
fb3a40c8078b5ad44f309a8ad9d1549aa175ea42,MoshiConverterFactory.java,"MoshiConverterFactory::MoshiConverterFactory( Moshi moshi , boolean lenient)","MoshiConverterFactory::MoshiConverterFactory( Moshi moshi , boolean lenient , boolean serializeNulls)",No
fb3a40c8078b5ad44f309a8ad9d1549aa175ea42,MoshiRequestBodyConverter.java,MoshiRequestBodyConverter<T>::MoshiRequestBodyConverter( JsonAdapter<T> adapter),"MoshiRequestBodyConverter<T>::MoshiRequestBodyConverter( JsonAdapter<T> adapter , boolean serializeNulls)",No
8ceb21ec575a5c6785f9098723b4b6a09214ed75,RxJava2CallAdapter.java,"RxJava2CallAdapter<R>::RxJava2CallAdapter( Type responseType , Scheduler scheduler , boolean isResult , boolean isBody , boolean isFlowable , boolean isSingle , boolean isMaybe , boolean isCompletable)","RxJava2CallAdapter<R>::RxJava2CallAdapter( Type responseType , Scheduler scheduler , boolean isAsync , boolean isResult , boolean isBody , boolean isFlowable , boolean isSingle , boolean isMaybe , boolean isCompletable)",No
8ceb21ec575a5c6785f9098723b4b6a09214ed75,RxJava2CallAdapterFactory.java,RxJava2CallAdapterFactory::RxJava2CallAdapterFactory( Scheduler scheduler),"RxJava2CallAdapterFactory::RxJava2CallAdapterFactory( Scheduler scheduler , boolean isAsync)",No
4ec773178f8a992f9750ec4e7a57d2839530a075,MoshiConverterFactory.java,"MoshiConverterFactory::MoshiConverterFactory( Moshi moshi , boolean lenient , boolean serializeNulls)","MoshiConverterFactory::MoshiConverterFactory( Moshi moshi , boolean lenient , boolean failOnUnknown , boolean serializeNulls)",No
5c17e2f6c9995c398826a058ca4a01be132b82e8,RxJavaCallAdapter.java,"RxJavaCallAdapter<R>::RxJavaCallAdapter( Type responseType , Scheduler scheduler , boolean isResult , boolean isBody , boolean isSingle , boolean isCompletable)","RxJavaCallAdapter<R>::RxJavaCallAdapter( Type responseType , Scheduler scheduler , boolean isAsync , boolean isResult , boolean isBody , boolean isSingle , boolean isCompletable)",No
5c17e2f6c9995c398826a058ca4a01be132b82e8,RxJavaCallAdapterFactory.java,RxJavaCallAdapterFactory::RxJavaCallAdapterFactory( Scheduler scheduler),"RxJavaCallAdapterFactory::RxJavaCallAdapterFactory( Scheduler scheduler , boolean isAsync)",No
39fcdb46e07f2f14319a4031d86bf8f3dbd1d405,NetworkBehavior.java,NetworkBehavior::create(),NetworkBehavior::create( Random random),Yes
3c963a4a470194961e98952b2b51b8b29901d9e5,Retrofit.java,Retrofit::Builder::Builder(),Retrofit::Builder::Builder( Platform platform),Yes
c5ba799c68387e79a6446351ecfe633c186d858b,RequestBuilderTest.java,"RequestBuilderTest::buildRequest( Class<T> cls , Object ... args)","RequestBuilderTest::buildRequest( Class<T> cls , Retrofit . Builder builder , Object ... args)",Yes
a3516fe3c3120661239dbc1844b83e51fa5d40ec,OkHttpCall.java,"OkHttpCall<T>::OkHttpCall( ServiceMethod<T,?> serviceMethod , @ Nullable Object [ ] args)","OkHttpCall<T>::OkHttpCall( RequestFactory requestFactory , @ Nullable Object [ ] args , okhttp3 . Call . Factory callFactory , Converter<ResponseBody,T> responseConverter)",No
7e31520f844b5c8eedc3b8fe82e2e48c79e47a5a,HttpServiceMethod.java,"HttpServiceMethod<ResponseT,ReturnT>::HttpServiceMethod( Builder<ResponseT,ReturnT> builder)","HttpServiceMethod<ResponseT,ReturnT>::HttpServiceMethod( RequestFactory requestFactory , okhttp3 . Call . Factory callFactory , CallAdapter<ResponseT,ReturnT> callAdapter , Converter<ResponseBody,ResponseT> responseConverter)",No
2b70ceb62aedf8a16d7db500b02e9498dc198835,RequestBuilder.java,"RequestBuilder::RequestBuilder( String method , HttpUrl baseUrl , @ Nullable String relativeUrl , @ Nullable Headers headers , @ Nullable MediaType contentType , boolean hasBody , boolean isFormEncoded , boolean isMultipart)","RequestBuilder::RequestBuilder( Invocation invocation , String method , HttpUrl baseUrl , @ Nullable String relativeUrl , @ Nullable Headers headers , @ Nullable MediaType contentType , boolean hasBody , boolean isFormEncoded , boolean isMultipart)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::Path<T>::Path( String name , Converter<T,String> valueConverter , boolean encoded)","ParameterHandler<T>::Path<T>::Path( Method method , int p , String name , Converter<T,String> valueConverter , boolean encoded)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::QueryMap<T>::QueryMap( Converter<T,String> valueConverter , boolean encoded)","ParameterHandler<T>::QueryMap<T>::QueryMap( Method method , int p , Converter<T,String> valueConverter , boolean encoded)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::HeaderMap<T>::HeaderMap( Converter<T,String> valueConverter)","ParameterHandler<T>::HeaderMap<T>::HeaderMap( Method method , int p , Converter<T,String> valueConverter)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::FieldMap<T>::FieldMap( Converter<T,String> valueConverter , boolean encoded)","ParameterHandler<T>::FieldMap<T>::FieldMap( Method method , int p , Converter<T,String> valueConverter , boolean encoded)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::Part<T>::Part( Headers headers , Converter<T,RequestBody> converter)","ParameterHandler<T>::Part<T>::Part( Method method , int p , Headers headers , Converter<T,RequestBody> converter)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::PartMap<T>::PartMap( Converter<T,RequestBody> valueConverter , String transferEncoding)","ParameterHandler<T>::PartMap<T>::PartMap( Method method , int p , Converter<T,RequestBody> valueConverter , String transferEncoding)",No
54a776906ca9aa8823ee81ad80e8e5a991a98d42,ParameterHandler.java,"ParameterHandler<T>::Body<T>::Body( Converter<T,RequestBody> converter)","ParameterHandler<T>::Body<T>::Body( Method method , int p , Converter<T,RequestBody> converter)",No
b761518aa174c7b0512b73f2fe70e2e908f24081,RequestFactory.java,"RequestFactory::Builder::parseParameter( int p , Type parameterType , @ Nullable Annotation [ ] annotations)","RequestFactory::Builder::parseParameter( int p , Type parameterType , @ Nullable Annotation [ ] annotations , boolean allowContinuation)",No
47ebf3e63e13986738fa4f6e54ddba26b38bf181,HttpServiceMethod.java,"HttpServiceMethod<ResponseT,ReturnT>::createCallAdapter( Retrofit retrofit , Method method)","HttpServiceMethod<ResponseT,ReturnT>::createCallAdapter( Retrofit retrofit , Method method , Type returnType , Annotation [ ] annotations)",No
47ebf3e63e13986738fa4f6e54ddba26b38bf181,HttpServiceMethod.java,"HttpServiceMethod<ResponseT,ReturnT>::SuspendForResponse<ResponseT>::SuspendForResponse( RequestFactory requestFactory , Call . Factory callFactory , Converter<ResponseBody,ResponseT> responseConverter)","HttpServiceMethod<ResponseT,ReturnT>::SuspendForResponse<ResponseT>::SuspendForResponse( RequestFactory requestFactory , okhttp3 . Call . Factory callFactory , Converter<ResponseBody,ResponseT> responseConverter , CallAdapter<ResponseT,Call<ResponseT>> callAdapter)",No
47ebf3e63e13986738fa4f6e54ddba26b38bf181,HttpServiceMethod.java,"HttpServiceMethod<ResponseT,ReturnT>::SuspendForBody<ResponseT>::SuspendForBody( RequestFactory requestFactory , Call . Factory callFactory , Converter<ResponseBody,ResponseT> responseConverter , boolean isNullable)","HttpServiceMethod<ResponseT,ReturnT>::SuspendForBody<ResponseT>::SuspendForBody( RequestFactory requestFactory , okhttp3 . Call . Factory callFactory , Converter<ResponseBody,ResponseT> responseConverter , CallAdapter<ResponseT,Call<ResponseT>> callAdapter , boolean isNullable)",No
